date,description,amount
2025-07-19,Grocery Store,-58.94
2025-08-18,Walmart Supercenter,-492.25
2025-10-03,Insurance Premium,-110.5
2026-01-31,Restaurant Dinner,-216.84
2025-10-01,Gas Station,-32.78
2026-02-04,Parking Fee,-255.69
2025-12-29,Home Depot,-432.14
2025-09-21,Chipotle Mexican Grill,-324.44
2026-04-28,Starbucks Coffee,-182.68
2025-08-02,Walmart Supercenter,-127.21
2026-03-19,Chipotle Mexican Grill,-18.22
2025-07-24,Amazon Purchase,-126.15
2026-05-24,Payroll Direct Deposit,3055.23
2025-09-30,Walmart Supercenter,-467.05
2026-04-05,Insurance Premium,-167.64
2026-03-24,Software Subscription,-146.11
2025-08-06,Target Store,-184.98
2025-12-10,Netflix Subscription,-486.38
2025-07-03,Whole Foods Market,-28.54
2026-04-25,Software Subscription,-284.34
2026-01-10,Parking Fee,-390.23
2025-12-25,Dental Cleaning,-231.14
2026-04-17,Target Store,-435.29
2026-01-01,Home Depot,-327.71
2025-10-03,Amazon Purchase,-492.32
2025-10-09,Gas Station,-44.02
2025-07-28,Apple iTunes,-182.41
2025-11-26,Parking Fee,-225.44
2025-12-25,Whole Foods Market,-296.92
2026-05-11,Dental Cleaning,-289.36
2026-03-02,Software Subscription,-142.92
2026-04-26,Parking Fee,-193.47
2025-08-19,Shell Gas Station,-48.83
2026-04-11,Amazon Purchase,-146.46
2026-01-15,Amazon Purchase,-248.74
2026-05-01,Spotify Premium,-166.85
2026-01-19,Dental Cleaning,-123.02
2025-12-17,Electric Bill,-136.38
2025-12-15,Insurance Premium,-287.11
2026-05-26,Uber Ride,-346.17
2026-04-23,Target Store,-432.61
2026-02-09,Hotel Stay,-317.98
2025-12-14,Hotel Stay,-91.66
2026-01-29,Electric Bill,-380.51
2025-12-23,Shell Gas Station,-204.28
2025-08-10,Payroll Direct Deposit,6632.3
2026-02-18,Restaurant Dinner,-453.05
2025-08-01,CVS Pharmacy,-203.49
2026-05-05,Hotel Stay,-349.5
2026-03-31,Electric Bill,-477.82
2025-07-08,Insurance Premium,-58.89
2026-02-06,Grocery Store,-251.32
2025-10-02,Gym Membership,-493.58
2026-05-14,Chipotle Mexican Grill,-282.32
2026-01-19,Software Subscription,-241.93
2026-03-24,Netflix Subscription,-392.69
2026-02-13,Chipotle Mexican Grill,-387.29
2025-09-20,Payroll Direct Deposit,7912.19
2025-12-23,Parking Fee,-303.2
2025-09-06,Netflix Subscription,-349.94
2026-03-10,Restaurant Dinner,-379.56
2025-12-08,Target Store,-462.98
2026-03-10,Chipotle Mexican Grill,-187.54
2026-02-23,Grocery Store,-341.64
2025-07-04,Flight Booking,-279
2025-07-25,Grocery Store,-312.19
2026-01-28,Doctor Visit Copay,-167.43
2025-07-03,Grocery Store,-486.59
2025-11-30,Electric Bill,-43.14
2025-10-22,Software Subscription,-281.74
2026-04-17,Insurance Premium,-304.43
2026-05-31,Software Subscription,-65.44
2025-10-01,Amazon Purchase,-304.44
2026-05-19,Amazon Purchase,-244.98
2025-09-04,Chipotle Mexican Grill,-488.76
2026-03-11,Hotel Stay,-231.92
2025-12-16,Software Subscription,-341.34
2025-07-06,Chipotle Mexican Grill,-438.85
2026-05-30,CVS Pharmacy,-82.33
2026-04-04,Hotel Stay,-498.87
2025-10-11,Shell Gas Station,-440.36
2026-04-12,Electric Bill,-328.75
2026-04-07,Gas Station,-371.42
2025-07-01,Payroll Direct Deposit,7514.78
2025-08-29,Walmart Supercenter,-391.59
2025-07-28,Payroll Direct Deposit,3348.15
2026-03-06,Gas Station,-153.56
2025-11-15,Gas Station,-368.17
2026-02-20,Electric Bill,-348.21
2026-04-10,Flight Booking,-168.76
2025-08-07,Whole Foods Market,-172.37
2025-09-29,Parking Fee,-479.89
2026-02-03,Gym Membership,-165.51
2026-02-02,Software Subscription,-67.61
2026-02-18,Chipotle Mexican Grill,-402.36
2025-11-23,CVS Pharmacy,-43.78
2025-09-09,Amazon Purchase,-190
2026-05-18,Grocery Store,-32.82
2026-01-20,Dental Cleaning,-54.94
2025-10-22,Rent Payment,-2776.91
2026-03-08,Apple iTunes,-5.51
2026-05-31,CVS Pharmacy,-70.04
2026-01-01,Walmart Supercenter,-368.14
2026-05-19,Spotify Premium,-34.24
2025-08-15,Grocery Store,-160.6
2025-07-05,Hotel Stay,-219.08
2025-12-04,Payroll Direct Deposit,3841.26
2026-03-29,Insurance Premium,-438.5
2026-04-03,Payroll Direct Deposit,5866.98
2026-03-17,Home Depot,-165.05
2025-12-25,Starbucks Coffee,-479.13
2025-07-22,Dental Cleaning,-246.87
2025-07-09,Whole Foods Market,-365.85
2026-05-02,Spotify Premium,-31.54
2025-08-29,Software Subscription,-36.95
2025-12-09,Dental Cleaning,-129.13
2025-08-08,Rent Payment,-2845.92
2025-07-25,Rent Payment,-1614.83
2026-05-28,Uber Ride,-65.21
2026-04-04,Payroll Direct Deposit,5507.62
2025-07-26,Payroll Direct Deposit,4143.9
2025-07-18,Walmart Supercenter,-241.76
2026-01-15,Parking Fee,-420.62
2025-08-25,Payroll Direct Deposit,7750.57
2025-08-17,CVS Pharmacy,-394.73
2025-10-17,Apple iTunes,-368.31
2025-12-06,Doctor Visit Copay,-114.73
2025-12-13,Dental Cleaning,-20
2025-07-09,Flight Booking,-239.14
2026-02-07,Software Subscription,-245.51
2025-12-29,Software Subscription,-208.73
2026-05-07,Hotel Stay,-449.91
2025-07-23,Shell Gas Station,-494.42
2026-04-30,Restaurant Dinner,-364.48
2025-12-11,Whole Foods Market,-433.42
2026-03-31,Spotify Premium,-34.82
2025-11-27,Netflix Subscription,-58.14
2025-09-17,Apple iTunes,-483.89
2025-12-18,Uber Ride,-309.61
2026-04-28,Flight Booking,-293.5
2025-07-03,Hotel Stay,-20.46
2026-03-04,Home Depot,-499.89
2026-03-20,Home Depot,-284.97
2026-05-20,Insurance Premium,-131.66
2026-02-28,Apple iTunes,-324.26
2025-11-22,Software Subscription,-287.28
2025-08-31,Parking Fee,-378.8
2025-08-22,Uber Ride,-150.23
2026-03-14,Parking Fee,-166.15
2025-11-10,Chipotle Mexican Grill,-135.68
2026-05-19,Uber Ride,-216.25
2025-12-28,Chipotle Mexican Grill,-141.44
2025-08-19,Walmart Supercenter,-254.5
2025-07-27,Apple iTunes,-142.73
2026-05-16,Software Subscription,-442.42
2025-10-10,Insurance Premium,-193.26
2025-12-06,Whole Foods Market,-24.83
2025-12-01,Gym Membership,-235.99
2026-01-26,Gas Station,-426.83
2025-11-30,Walmart Supercenter,-343.68
2026-04-08,Spotify Premium,-391.11
2025-08-15,Apple iTunes,-485.97
2026-01-02,Grocery Store,-414.69
2026-03-01,Gym Membership,-313.43
2025-07-24,Hotel Stay,-237.9
2025-08-16,Whole Foods Market,-137.69
2025-11-26,Electric Bill,-448.27
2026-04-25,Gym Membership,-286
2026-01-01,Hotel Stay,-231.59
2026-03-14,Amazon Purchase,-346.11
2025-12-03,Hotel Stay,-435.39
2026-03-08,Hotel Stay,-307.34
2026-02-11,Target Store,-256.89
2025-11-09,Software Subscription,-454.44
2026-04-04,Amazon Purchase,-192.26
2025-11-30,Uber Ride,-341.39
2025-11-26,Hotel Stay,-256.65
2026-04-29,Electric Bill,-238.52
2026-04-02,Payroll Direct Deposit,7380.03
2025-07-08,Insurance Premium,-297.6
2025-09-03,Rent Payment,-2201.23
2025-07-23,Starbucks Coffee,-294.27
2025-07-31,Doctor Visit Copay,-394.21
2025-10-07,Doctor Visit Copay,-374.98
